source,target,weight_t0,weight_t1,weight_t2,weight_t3,weight_t4,weight_t5,weight_t6,weight_t7,weight_t8,weight_t9,weight_t10,weight_t11,weight_t12,weight_t13,weight_t14,weight_t15,weight_t16,weight_t17,weight_t18,weight_t19,weight_t20
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
0,6,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
0,7,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,9,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,10,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
0,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,12,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,21,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
0,22,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
0,23,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,25,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,26,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
0,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,30,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,33,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,315,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,4,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,5,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
1,6,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,17,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
1,18,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
1,19,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
1,20,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,21,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1,22,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,25,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,26,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,29,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
1,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,34,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
