source,target,weight_t0,weight_t1,weight_t2,weight_t3,weight_t4,weight_t5,weight_t6,weight_t7,weight_t8,weight_t9,weight_t10,weight_t11,weight_t12,weight_t13,weight_t14,weight_t15,weight_t16,weight_t17,weight_t18,weight_t19,weight_t20
0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
0,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,26,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,28,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,29,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0,30,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,31,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
0,33,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1
0,36,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,81,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
0,96,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,341,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,395,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,13,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,21,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
1,22,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,23,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,24,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,28,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,30,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,34,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1
1,36,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,48,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,117,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,202,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,211,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,228,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,292,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
