source,target,weight_t0,weight_t1,weight_t2,weight_t3,weight_t4,weight_t5,weight_t6,weight_t7,weight_t8,weight_t9,weight_t10,weight_t11,weight_t12,weight_t13,weight_t14,weight_t15,weight_t16,weight_t17,weight_t18,weight_t19,weight_t20
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,5,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,12,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,20,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
0,22,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,33,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0,39,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
0,89,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,107,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,111,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,165,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,187,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,237,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
0,238,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
0,245,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,294,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,302,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,375,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1,22,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
1,24,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,31,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,32,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,80,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,89,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
