AC_Ajaccio FC_Groningen
AC_Ajaccio SD_Eibar
AC_Ajaccio TSG_Hoffenheim
AC_Amiens AZ_Alkmaar
AC_Amiens Bristol_City
AC_Cesena Sevilla_FC
AC_Le_Havre Académica_Coimbra
AC_Siena Tom_Tomsk
ADO_Den_Haag FC_Lorient
AFC_Bournemouth Alania
AFC_Bournemouth Cagliari_Calcio
AFC_Bournemouth Dynamo_Moscow
AFC_Bournemouth RCD_Mallorca
AFC_Bournemouth Spartak_Nalchik
AJ_Auxerre Angers_SCO
AJ_Auxerre Excelsior
AJ_Auxerre FC_Utrecht
AS_Bari Norwich
AS_Livorno Rayo_Vallecano
AS_Livorno Torino_FC
AS_Monaco Charlton
AS_Nancy CD_Nacional
AS_Roma EA_Guingamp
AS_Roma FC_Ingolstadt
AS_Roma FC_Penafiel
AZ_Alkmaar FC_Metz
AZ_Alkmaar SD_Eibar
Ajax Hertha_BSC
Alania Arsenal
Alania FC_Grenoble_JI
Alavés Crystal_Palace
Alavés VVV-Venlo
Almería_CF FK_Rostov
Almería_CF OGC_Nice
Amkar_II Leixões_SC
Angers_SCO CD_Santa_Clara
Angers_SCO Dep._La_Coruña
Angers_SCO Naval
Arsenal Beira-Mar
Arsenal Girona
Arsenal Roda_JC
Arsenal SC_Paderborn
Arsenal Torino_FC
Arsenal_Tula Belenenses
Arsenal_Tula Vitesse
Aston_Villa Amkar_II
Atalanta Coventry
Atalanta FC_Schalke_04
Athletic AS_Monaco
Atlético_Madrid AFC_Bournemouth
Atlético_Madrid Amkar_II
Barcelona LFK_Sibir
Barnsley_FC Amkar_II
Bayern_Munich Bolton
Bayern_Munich Lokomotiv_Moscow
Bayern_Munich RCD_Mallorca
Beira-Mar ADO_Den_Haag
Beira-Mar Barnsley_FC
Beira-Mar CA_Bastia
Beira-Mar RW_Darmstadt
Beira-Mar Wolfsburg
Belenenses FC_Groningen
Belenenses St._Petersburg
Benfica FC_Eindhoven
Benfica FC_Ingolstadt
Birmingham Barcelona
Blackburn CA_Bastia
Blackburn SC_Cambuur_Leeuwarden
Blackpool Reading_FC
Boavista Benfica
Bologna FC_Utrecht
Bologna Marseille
Bolton Getafe
Bolton Recreativo_Huelva
Bolton SC_Freiburg
Borussia_Dortmund Alania
Borussia_Mönchengladbach Dep._La_Coruña
Borussia_Mönchengladbach Marítimo
Borussia_Mönchengladbach Middlesbrough_FC
Borussia_Mönchengladbach Real_Valladolid_CF
Brentford AS_Nancy
Brentford Uralmash
Brescia Levante_UD
Brescia Sporting
Brighton Carpi_FC_1909
Brighton Spartak_Nalchik
Bristol_City Norwich
Burnley Granada_CF
Burnley Vitória_Setúbal_FC
Burnley West_Ham
CA_Bastia Marseille
CA_Osasuna Amkar_II
CD_Feirense Wigan
CD_Leganés SC_Paderborn
CD_Nacional Emmen
CD_Nacional Levante_UD
CD_Nacional Moreirense_FC
CD_Santa_Clara Go_Ahead_Eagles
CD_Santa_Clara Werder_Bremen
Cagliari_Calcio Arsenal
Cagliari_Calcio CD_Feirense
Cagliari_Calcio FC_Lorient
Cagliari_Calcio Stoke_City
Cardiff Genoa
Carpi_FC_1909 Le_Mans_FC
Catania FC_Köln
Catania Vitesse
Celta_de_Vigo Burnley
Celta_de_Vigo Vitória_Guimarães_SC
Charlton Bayer_Leverkusen
Charlton Leixões_SC
Chelsea AS_Saint-Étienne
Chievo_Verona VVV-Venlo
Coventry R._Strasbourg
Crystal_Palace Brentford
Crystal_Palace CD_Feirense
De_Graafschap Moreirense_FC
Dep._La_Coruña Dynamo_Moscow
Dep._La_Coruña Sparta_Rotterdam
Derby Hertha_BSC
Dijon_FCO AS_Nancy
Doncaster_Rovers Vitesse
Dynamo_Moscow Chievo_Verona
E._Braunschweig Hannover_96
E._Frankfurt Tom_Tomsk
Elche_CF Almería_CF
Elche_CF FC_Ingolstadt
Elche_CF FC_Penafiel
Elche_CF Portimonense
Elche_CF UC_Sampdoria
Emmen Everton
Emmen Hull_City
Empoli_FC FC_Sochi
Empoli_FC RKC_Waalwijk
Empoli_FC Recreativo_Huelva
Empoli_FC Werder_Bremen
Espanyol Ajax
Everton FK_Ufa
Everton Huddersfield_Town
Excelsior AS_Nancy
Excelsior Sheff_Utd
F._Düsseldorf CD_Tondela
F._Düsseldorf Dynamo_Moscow
F._Düsseldorf Go_Ahead_Eagles
F._Düsseldorf Rayo_Vallecano
FC_Augsburg CD_Málaga
FC_Augsburg Cagliari_Calcio
FC_Augsburg Emmen
FC_Augsburg FC_Paços_de_Ferreira
FC_Augsburg Rayo_Vallecano
FC_Eindhoven Athletic
FC_Eindhoven FC_Girondins_Bordeaux
FC_Eindhoven LOSC_Lille
FC_Girondins_Bordeaux CD_Málaga
FC_Girondins_Bordeaux FC_Ingolstadt
FC_Girondins_Bordeaux Sheff_Utd
FC_Grenoble_JI Crystal_Palace
FC_Grenoble_JI Idel_Kazan
FC_Ingolstadt Bolton
FC_Ingolstadt FC_Crotone
FC_Ingolstadt SC_Olhanense
