AC_Amiens CD_Málaga
AC_Amiens Excelsior
AC_Cesena AS_Monaco
AC_Cesena Villarreal_CF
AC_Fiorentina LOSC_Lille
AC_Le_Havre Gil_Vicente_FC
AC_Siena Bayer_Leverkusen
ADO_Den_Haag Espanyol
AFC_Bournemouth Elche_CF
AFC_Bournemouth Milan
AFC_Bournemouth SC_Paderborn
AJ_Auxerre Hannover_96
AJ_Auxerre RC_Lens
AS_Bari Arsenal_Tula
AS_Bari FC_Union_Berlin
AS_Bari FK_Tambov
AS_Monaco Bayern_Munich
AS_Monaco Norwich
AS_Monaco RW_Darmstadt
AS_Nancy AS_Nancy
AS_Nancy PSG
AS_Nancy Torino_FC
AS_Saint-Étienne Bayer_Leverkusen
AS_Saint-Étienne Liverpool
AS_Saint-Étienne Marítimo
AS_Saint-Étienne Portimonense
AZ_Alkmaar AS_Bari
AZ_Alkmaar Blackburn
AZ_Alkmaar Bristol_City
AZ_Alkmaar FC_Crotone
AZ_Alkmaar Reading_FC
Académica_Coimbra FC_Groningen
Académica_Coimbra Juventus
Ajax US_Valenciennes
Akhmat_Grozny AS_Bari
Akhmat_Grozny SM_Caen
Alania Blackburn
Alania CD_Málaga
Alania Chelsea
Alania FC_Ingolstadt
Alania Napoli
Alavés FC_Lorient
Alavés FC_Sochi
Alavés FSV_Mainz
Almería_CF Chievo_Verona
Almería_CF Swansea_City
Angers_SCO KS_Samara
Angers_SCO Portsmouth
Angers_SCO Real_Madrid
Angers_SCO Torino_FC
Arouca Amkar_II
Arouca Greuther_Fürth
Arsenal Levante_UD
Arsenal_Tula FC_Crotone
Arsenal_Tula TSG_Hoffenheim
Aston_Villa AC_Cesena
Aston_Villa Terek_Grozny
Atalanta Chelsea
Atalanta FK_Tambov
Atalanta Millwall
Atalanta Montpellier
Athletic Kuban_Krasnodar
Atlético_Madrid Bolton
Atlético_Madrid SC_Lyon
Atlético_Madrid Tom_Tomsk
Barnsley_FC AJ_Auxerre
Barnsley_FC Stuttgart
Barnsley_FC Wolfsburg
Bayern_Munich Nîmes_Olympique
Beira-Mar Birmingham
Beira-Mar Hertha_BSC
Benfica AC_Le_Havre
Birmingham Everton
Birmingham SC_Freiburg
Blackburn AJ_Auxerre
Blackpool FK_Tambov
Blackpool Napoli
Bologna Blackpool
Bologna CA_Osasuna
Bolton Borussia_Mönchengladbach
Borussia_Mönchengladbach FC_Union_Berlin
Borussia_Mönchengladbach SD_Eibar
Brentford FC_Lorient
Brescia Amkar_II
Brescia FK_Rostov
Brighton CD_Nacional
Brighton EA_Guingamp
Bristol_City Spartak_Moscow
Burnley FK_Rostov
CA_Bastia AS_Monaco
CA_Bastia PSG
CA_Bastia Real_Madrid
CD_Leganés Sheff_Utd
CD_Nacional Alavés
CD_Santa_Clara Gil_Vicente_FC
CD_Santa_Clara Real_Betis
CD_Tondela AZ_Alkmaar
CD_Tondela NEC_Nijmegen
CD_Tondela SC_Lyon
CD_Tondela Udinese_Calcio
CSKA_Moscow FC_Grenoble_JI
CSKA_Moscow Girona
Cagliari_Calcio Dep._La_Coruña
Cagliari_Calcio Liverpool
Carpi_FC_1909 AJ_Auxerre
Carpi_FC_1909 NEC_Nijmegen
Carpi_FC_1909 Wigan
Catania E._Braunschweig
Catania FC_Metz
Celta_de_Vigo Athletic
Celta_de_Vigo CD_Tondela
Celta_de_Vigo RC_Lens
Celta_de_Vigo Rotherham
Charlton De_Graafschap
Charlton FC_Crotone
Charlton FC_Nuremberg
Chaves AC_Cesena
Chelsea Borussia_Dortmund
Chelsea Dep._La_Coruña
Chelsea RC_Lens
Chelsea União_de_Leiria
Chelsea West_Ham
Chievo_Verona Greuther_Fürth
Chievo_Verona West_Ham
Coventry SC_Braga
De_Graafschap FC_Paços_de_Ferreira
Dep._La_Coruña Bologna
Dep._La_Coruña Swansea_City
Derby FC_Porto
Dijon_FCO Chaves
Dijon_FCO US_Lecce
Doncaster_Rovers Tom_Tomsk
Dynamo_Moscow AJ_Auxerre
Dynamo_Moscow AS_Saint-Étienne
E._Braunschweig Crystal_Palace
E._Braunschweig Norwich
E._Frankfurt Coventry
E._Frankfurt Torino_FC
E._Frankfurt Watford_FC
EA_Guingamp CA_Bastia
Elche_CF Moreirense_FC
Emmen Alania
Emmen E._Frankfurt
Emmen Levante_UD
Empoli_FC FC_Lorient
Empoli_FC Kuban_Krasnodar
Empoli_FC Sporting_Gijón
Espanyol FC_Tosno
Estoril_Praia AC_Amiens
Estoril_Praia FC_Lorient
Estoril_Praia Tom_Tomsk
Everton Barnsley_FC
Everton Sporting
Everton Swansea_City
Everton US_Valenciennes
Excelsior AS_Bari
Excelsior Nîmes_Olympique
Excelsior Sporting_Gijón
F._Düsseldorf Athletic
F._Düsseldorf Newcastle
F._Düsseldorf Torpedo-Metallurg_Moscow
FC_Augsburg CD_Nacional
FC_Crotone Atlético_Madrid
FC_Crotone Boavista
FC_Crotone Cagliari_Calcio
FC_Crotone FC_Köln
FC_Crotone SC_Braga
FC_Eindhoven Aston_Villa
FC_Eindhoven Bolton
FC_Eindhoven Emmen
FC_Girondins_Bordeaux Borussia_Dortmund
FC_Girondins_Bordeaux Tottenham
FC_Grenoble_JI Almería_CF
FC_Grenoble_JI Idel_Kazan
FC_Grenoble_JI SC_Freiburg
FC_Groningen Brentford
FC_Groningen De_Graafschap
FC_Ingolstadt Aston_Villa
FC_Ingolstadt Chelsea
FC_Ingolstadt SC_Feyenoord
FC_Kaiserslautern Burnley
FC_Kaiserslautern Udinese_Calcio
FC_Köln AC_Le_Havre
FC_Köln Brescia
FC_Lorient Derby
FC_Lorient Everton
FC_Metz NAC_Breda
FC_Nantes FC_Lorient
FC_Nuremberg FC_Zwolle
FC_Paços_de_Ferreira US_Sassuolo
FC_Penafiel CD_Tondela
FC_Penafiel Din._Krasnodar
FC_Penafiel FC_Lorient
FC_Porto Doncaster_Rovers
FC_Porto US_Valenciennes
FC_Sochi AC_Ajaccio
FC_Sochi Parma
FC_Sochi Vitesse
FC_Tosno Aston_Villa
FC_Tosno CSKA_Moscow
FC_Tosno Chievo_Verona
FC_Tosno FC_Porto
FC_Toulouse AC_Ajaccio
FC_Twente FC_Eindhoven
FC_Twente Tom_Tomsk
